,title,summary,url,date,article_content
32,McDonalds UK introduces highest pay rise in decade after strikes,"McDonald's UK will introduce its largest pay rise in a decade following the first-ever strikes in the country’s branches in September last year. The increases, which will be implemented from 22 January, mean that 16-17 year-olds will start working for the fast food company on a minimum wage of £5.75 ($7.77), up from £5.10. Those aged over 25 will receive an initial wage of £8 per hour, up from £7.60. The strikes, which took place in two branches in Cambridge and London, were called in protest at poor working conditions, low pay and the use of zero-hour contracts.
",http://www.mirror.co.uk/news/uk-news/mcdonalds-staff-cry-victory-finally-11790744,2018-01-03 15:11:06.063000,"Get email updates with the day's biggest stories Invalid Email Something went wrong, please try again later. Sign up Thank you for subscribing We have more newsletters Show me See our privacy notice

McDonald's UK has pledged to give its employees their biggest pay rise in ten years, Mirror Online can reveal.

The move comes into force on January 22 this year and is banded by position, region, and age. Only company-owned McDonald's restaurants (about a quarter of branches in Britain) are affected.

A staff member at a McDonald's branch in London shared with Mirror Online a company notice put up by management on Tuesday night.

Pay will increase up in all company-owned McDonald's restaurants

(Image: Daily Mirror)

The employee, who falls into the 21-24 category and has asked to remain anonymous, said in a private Facebook post: ""WE WON THIS. Biggest pay rise for 10 years! If 0.001% going on strike can win this imagine what more can do!""

They told Mirror Online: ""[We've been told] pay will be raised, with some crew over 25 even getting £10 an hour!

""Everyone's pay has gone up. It's not loads, but it's a win! My pay was around £7.45 and now it will be £7.95. It's the biggest raise in ten years.""

McDonald's recommends starting rates to managers. For perspective, under 18s currently get around £5.10 per hour, while those over 25 usually start on £7.60.

McDonald's has confirmed to us that the wages on the pamphlet are correct.

Now, 16-17 year-olds will join on a minimum wage of £5.75, while crew over the age of 25 will initially receive £8 per hour.

The decision comes after last year's strikes – a British first for McDonald's – that saw staff from two branches stage a 24-hour protest.

McDonald's workers took their protest to Parliament

(Image: AFP)

Video Loading Video Unavailable Click to play Tap to play The video will auto-play soon 8 Cancel Play now

Workers at a branch in Cambridge, and another in Crayford, south east London, made history on Monday September 4 after repeated claims of poor working conditions, zero-hour contracts, and low pay. Some staff talked about ""extreme stress"" and even ""bullying"".

Cambridge restaurant crew member Steve Day, who took part in the strikes, told Mirror Online: ""Obviously we welcome this. It's brilliant and a step in the right direction. And it's good McDonald's are finally listening to us.

""But there's much more to be done. It's still not really enough money to live on. Wages have been stagnant for so long, and this is McDonald's just buckling under a bit of pressure.

""When the CEO gets £8,000 per hour [according to Steve] we think we should maybe get a little more. The burgers and fries don't cook themselves – we keep him in a job.""

The 25-year-old, whose wage will rise from £7.65 to £8 per hour, suggested more could be achieved were a greater proportion of the workforce organised.

""It shows what an impact a small number of us can have. A tiny number did this – tiny, but not insignificant. I think we can do more.""

Steve, who's originally from Yorkshire and has worked for the company for nearly six months, also told us that he works around 35-40 hours a week on a zero-hour contract, and would like to be given better job security.

More can be done

While today is a small victory, the 30 strikers initially wanted to see their [crew member] wages rise to £10 per hour from around £7.50.

McDonald's management had earlier in the year promised to give permanent positions to workers on zero-hour contracts. It's not clear whether this has been implemented.

The fast food workers who took action were at the time represented by The Baker’s, Food and Allied Workers Union (BFAWU). A representative for the union called the strike a ""historic step"", that it would give employees its full support, and had previously seen a ballot of 95.7 per cent in favour of striking.

At the time, Lewis Baker, who then worked at the Crayford McDonald's, one of the restaurants at which workers took action, wrote a blog post explaining the strike.

He said: ""We have been left with no choice but to strike. It’s our only real option. We need to raise awareness over our working conditions and the way we are treated in McDonald’s.

""I – like many others – have had [my] grievances ignored by the company, time and time again.""

Labour leader Jeremy Corbyn said: ""Congratulations to McDonald's workers and @BFAWU1 for winning pay rises but the fight for £10 an hour is not over.

""We achieve more together than we can alone, which is why we should all join a trade union.""

McDonald’s employs around 85,000 people in the UK.

A spokesman told Mirror Online: ""Reward and recognition for our people and their contribution is a key priority, and to ensure we can attract and retain the best people, we regularly review pay and benefits.

""While our franchisees set their own pay rates, we have recommended an increase across all age bands for our hourly employees to be implemented from 22 January."""
33,Crystal Group clothing makers favour human labour over robots,"The CEO of Hong Kong-based clothing manufacturer Crystal Group has said cheap human labour is preferable to using robots. Andrew Lo told the Financial Times the company plans to increase its workforce in Bangladesh and Vietnam by 10% in the coming years. The two countries, along with Cambodia and Sri Lanka, account for two-thirds of the output from Crystal, which makes clothes for brands including H&M and Gap. Low wages mean there is currently no cost advantage to increased automation, according to Lo, particularly given the technical challenges of using robots to work on soft materials.
",https://qz.com/1169397/crystal-group-is-investing-in-low-wage-labor-not-robots-after-its-ipo/,2018-01-03 15:09:28.700000,"Hong Kong’s Crystal Group makes clothes for many of the world’s clothing giants, including H&M, Gap, Fast Retailing (owner of Uniqlo), and L Brands (owner of Victoria’s Secret). It’s the world’s largest apparel maker by production volume, according to research firm Euromonitor, and attracted attention in October for having the biggest IPO on the Hong Kong stock exchange since 2015.

It’s the sort of company you might expect to be pouring R&D money into automation, as labor costs rise in China and the world prepares for a future of robots taking over more repetitive, manual tasks, such as stitching clothes. But that’s not the case, says Andrew Lo, CEO of the Crystal Group.

In an interview with the Financial Times (paywall), Lo says high-tech sewing robots are “interesting” and could change how some companies make clothes, but in the near-term they still can’t beat cheap human labor on cost. Crystal Group plans to increase its human staff in Bangladesh and Vietnam—garment hubs with some of the lowest wages in Asia—by 10% annually in the years ahead. Currently about two-thirds of its sales are made from clothes produced in Bangladesh, Vietnam, Cambodia, and Sri Lanka, which have all become more attractive to garment manufacturers as producing in China, still the global leader in clothing production, gets more expensive.

Experts are cautiously watching how automation might affect the garment industry, which is a lifeline to millions of less-skilled workers in Asia and elsewhere, even as many of the jobs can be exploitative and dangerous. The International Labor Organization warned in 2016 that robots could replace the majority of textile, clothing, and footwear workers in Indonesia, Vietnam, and Cambodia in the coming decades. These workers could move into better jobs, but only if governments and employers start training them for those more skilled roles sooner than later.

For now, at least, Crystal Group will not be replacing humans with machines. One reason is that while robots in use in other industries can work easily with stiff materials, such as sheets of metal or plastic, they can’t yet work with soft, flexible fabrics that stretch and distort during sewing. “The handling of soft materials is really hard for robots,” Lo said.

A few companies believe they’ve solved the issue. Sewbo treats fabrics so that they become stiff and rigid for stitching, but return to normal when rinsed in hot water. SoftWear Automation, meanwhile, created a robotic table that uses machine vision to adjust on the spot to stretching and distortion in the fabric as it sews. SoftWear says one of these sewbots can make as many t-shirts per hour as about 17 humans working in a conventional set-up.

SoftWear Automation SoftWear Automation’s ultra-fast sewbot.

But Palaniswamy Rajan, SoftWear’s chief executive, admitted to the Financial Times that, when it comes to price, his sewbots can’t beat workers in Bangladesh. The original aim of SoftWear’s technology was to make clothes more cheaply in the US, where human wages are much higher. Rajan says robots could still be the best option for producing locally in the US when you factor in shipping costs, import duties, and the advantage of short lead times.

For now, though, most brands will likely keep their production in Asia, where it will be done by human hands."
34,Land sales in China's first-tier cities surge by 46% year on year,"Land sales in China's first-tier cities such as Beijing, Shanghai and Guangzhou surged by 46% year on year to 30 million sq metres in 2017, according to the China Index Academy. The academy also revealed that land sales in 300 Chinese cities rose by 8% to 950 million sq metres and sales of land for residential purposes rose 24% to 354 million sq metres. The government has been increasing land supply in order to put a brake on rising house prices. New purchase restrictions and requirements for higher deposits have also had an effect in slowing price rises.",http://www.xinhuanet.com/english/2018-01/03/c_136869279.htm,2018-01-03 15:01:07.050000,"Source: Xinhua| 2018-01-03 15:31:55|Editor: Xiang Bo

Video Player Close

BEIJING, Jan. 3 (Xinhua) -- Land sales increased in Chinese cities last year as the government moved to cool the market with higher supply, according to the China Index Academy, a property research organization.

Land sales in 300 Chinese cities totaled 950.36 million square meters in 2017, up 8 percent from 2016, while sales of land for residential projects reached 354.33 million square meters, an increase of 24 percent year on year.

Land sales in major cities like Beijing, Shanghai and Guangzhou were particularly robust, as local governments increased land supply to cool down runaway house prices fueled by huge demand and limited supply.

In China's first-tier cities, land sales jumped 46 percent year on year to 29.79 million square meters last year, according to China Index Academy.

Boosted by surging sales, revenue from land transactions rose 36 percent to 4.01 trillion yuan (about 620 billion U.S. dollars) in a total of 300 Chinese cities.

China's property market, once deemed a major risk for the broader economy, cooled in 2017 amid tough curbs such as purchase restrictions and increased downpayment requirements as the government sought to rein in speculation.

Due to these efforts, both investment and sales in China's property sector slowed. Real estate investment rose 7.5 percent year on year during January-November, down from 7.8 percent in the first 10 months.

Property sales in terms of floor area climbed 7.9 percent in the first 11 months, retreating from 8.2 percent in January-October.

With the market holding steady, Chinese authorities are aiming for a ""long-term mechanism"" for real estate regulation, and a housing system that ensures supply through multiple sources and encourages both housing purchases and rentals.

A report from the National Academy of Economic Strategy predicted that the country's property market would remain stable in 2018 if there were no major policy shocks."
35,China turns to big data analysis for social insurance coverage,"China's Ministry of Human Resources and Social Security will use big data analytics to ensure 100 million people access the country's social endowment insurance system, and aims to achieve universal coverage by 2020. The ministry's Social Insurance Management Centre plans to reach out to 10% of the population who are not part of the system, including immigrant workers or those in new forms of industry such as e-commerce, using internet platforms and mobile terminals. In 2014, the government launched a four-year campaign to register all eligible people for social insurance into a national database.
",http://www.chinadaily.com.cn/cndy/2018-01/03/content_35428542.htm,2018-01-03 14:56:14.807000,"China aims to build a database that includes all the eligible people for social insurance to implement targeted beneficiary measures, according to the Ministry of Human Resources and Social Security.

Officials will use the latest technology, including big data, to reach those without social insurance and to ensure universal coverage by 2020, according to the ministry's Social Insurance Management Center.

China's social insurance system is the largest in the world. About 900 million people are included in the endowment insurance system, and more than 1.3 billion are covered by medical insurance, according to a statement from the center provided exclusively to China Daily."
36,AliPay continues to grow for transit payments,"Chinese payment system Alipay is now accepted on on public transport across 30 cities, after Xi'an's subway became the latest addition this month. The scheme also includes an initiative to plant trees in regions suffering desertification, with Alipay users accumulating 'green' points every time they pay for subway travel using the wallet. Zhengzhou, Beijing and Shanghai were the first cities to allow mobile subway system payments last year.
",https://www.mobilepaymentstoday.com/news/alipay-adds-another-chinese-city-for-transit-payments/,2018-01-03 14:46:55.723000,"Xi'an is the latest Chinese city to accept Alipay on its subway system, according to local reports. The system started to accept Alipay as of Jan. 1.

As part of the initiative, riders can participate in a program meant to encourage more ""green"" ways of travel such as public transit.

Once an Alipay user accumulates a certain amount of green ""energy"" from using the mobile wallet to pay for subway fares, Alipay's partners, such as the Alxa SEE foundation, will plant a real tree in areas suffering from desertification upon the user's request.

Alipay is now accepted on public transport in more than 30 Chinese cities, including Hangzhou, Wuhan, Tianjin, Qingdao and Guangzhou. Zhengzhou became the first Chinese city to adopt mobile payments in its subway system in September, followed by Beijing and Shanghai."
37,Scientists turn to CRISPR to save cacao crops,"Scientists at the University of California, Berkeley are using the DNA manipulation technology CRISPR to ensure the survival of the cacao plant as the planet experiences warmer temperatures. The research is being carried out with confectionery giant Mars, which has pledged $1bn towards reducing its carbon footprint 60% by 2050. According to the National Oceanic and Atmospheric Association, by 2050 rising temperatures will have forced chocolate growers to altitudes 1000ft higher than today, while also increasing pest numbers and reducing water supplies. It's hoped that seedlings created at Berkeley will be equipped to thrive in these tougher conditions.
",http://uk.businessinsider.com/when-chocolate-extinct-2017-12?r=US&IR=T,2018-01-03 14:41:44.923000,"Cacao plants are under threat of devastation thanks to warmer temperatures and dryer weather conditions.

Scientists at the University of California are teaming up with Mars company to try to save the crop before it's too late.

They're exploring the possibility of using the gene-editing technology CRISPR to make crops that can survive the new challenges.

Beyond the glittery glass-and-sandstone walls of the University of California’s new biosciences building, rows of tiny green cacao seedlings in refrigerated greenhouses await judgment day.

Under the watchful eye of Myeong-Je Cho, the director of plant genomics at an institute that's working with food and candy company Mars, the plants will be transformed. If all goes well, these tiny seedlings will soon be capable of surviving — and thriving — in the dryer, warmer climate that is sending chills through the spines of farmers across the globe.

It's all thanks to a new technology called CRISPR, which allows for tiny, precise tweaks to DNA that were never possible before. These tweaks are already being used to make crops cheaper and more reliable. But their most important use may be in the developing world, where many of the plants that people rely on to avoid starvation are threatened by the impacts of climate change, including more pests and a lack of water.

Cacao plants occupy a precarious position on the globe. They can only grow within a narrow strip of rainforested land roughly 20 degrees north and south of the equator, where temperature, rain, and humidity all stay relatively constant throughout the year. Over half of the world's chocolate now comes from just two countries in West Africa — Côte d’Ivoire and Ghana.

But those areas won't be suitable for chocolate in the next few decades. By 2050, rising temperatures will push today's chocolate-growing regions more than 1,000 feet uphill into mountainous terrain — much of which is currently preserved for wildlife, according to the National Oceanic and Atmospheric Administration.

Mars, the $35 billion corporation best known for Snickers, is aware of these problems and others presented by climate change.

In September, the company pledged $1 billion as part of an effort called ""Sustainability in a Generation,"" which aims to reduce the carbon footprint of its business and supply chain by more than 60% by 2050.

""We're trying to go all in here,"" Barry Parkin, Mars' chief sustainability officer, told Business Insider. ""There are obviously commitments the world is leaning into but, frankly, we don't think we're getting there fast enough collectively.""

Its initiative with Cho at UC Berkeley is another arm of that efforts. If all goes as planned, they could develop cacao plants that don’t wilt or rot at their current elevations, doing away with the need to relocate farms or find another approach.

Jennifer Doudna, the UC Berkeley geneticist who invented CRISPR, is overseeing the collaboration with Mars. Although her tool has received more attention for its potential to eradicate human diseases and make so-called “designer babies,” Doudna thinks its most profound applications won’t be on humans but rather on the food they eat.

Courtney Verrill

An avid tomato gardener, Doudna thinks her tool can benefit everyone from large food companies like Mars to individual hobbyists like herself.

”Personally, I’d love a tomato plant with fruit that stayed on the vine longer,” Doudna told Business Insider.

The research lab she oversees at UC Berkeley is called the Innovative Genomics Institute. Many of the efforts by graduate students there focus on using CRISPR to benefit small-holder farmers in the developing world. One such project aims to protect cassava — a key crop that prevents millions of people from starving each year — from climate change by tweaking its DNA to produce less of a dangerous toxin that it makes in hotter temperatures.

Doudna founded a company called Caribou Biosciences to put CRISPR into practice, and has also licensed the technology to agricultural company DuPont Pioneer for use in crops like corn and mushrooms.

Regardless of which crop the public sees CRISPR successfully used in first, the technology will be a key tool in a growing arsenal of techniques we'll need if we plan to continue eating things like chocolate as the planet warms."
38,Publisher Purch profits from licensing its ad tech products,"Profitable Utah-based publisher Purch is building up a healthy business from selling licences for its ad tech products to its peers. CRO Mike Kisseberth said the company's managed-service product, which relies on server-side connections, is responsible for 20% of the company's $120m annual revenue. The now separate unit, Purch Publisher Services, plans to increase that to a quarter. Kisseberth said Purch may look to self-serve products in the future.
",https://digiday.com/media/purch-growing-ad-tech-licensing-business/,2018-01-03 14:41:05.233000,"With publishers realizing that they can no longer be wholly dependent on ads for their revenue, Purch is getting more serious about selling proprietary technology to other publishers.

Purch — a commerce-focused publisher that owns tech and product review sites such as Tom’s Guide, Top Ten Reviews and Live Science — is profitable. It makes about $120 million a year in revenue, with about 20 percent coming from ad tech products that it licenses to 25 publisher clients, said Purch CRO Mike Kisseberth. Over the next year, the company plans to grow its number of publisher clients to roughly 40, and have its tech licensing operation account for about 25 percent of its overall revenue, he said.

Purch began developing its own ad platform nearly four years ago. What’s changed is that the company has gotten more serious about licensing it to other publishers. In December, Purch broke out its tech licensing business into a separate unit, called Purch Publisher Services. About 60 of Purch’s 400 employees work on Purch’s tech platform at least part of the time, and 10 work on it full-time, Kisseberth said. These employees are made up of salespeople, engineers, data scientists and support specialists.

By licensing software, Purch is aiming to build a revenue stream in an area that most publishers have avoided. This is because most publishers don’t have the resources or patience to build their own ad tech, let alone build tech that can be licensed to other media companies.

One exception is The Washington Post, which calls itself a tech company and sells ad products to other publishers. But the Post is an outlier due to the fact that its owner, Amazon CEO Jeff Bezos, is a tech enthusiast who happens to be the richest person in the world.

What has driven the growth of Purch’s tech licensing business is that it was an early adopter of server-side bidding. Unlike on-page header bidding — where publishers simultaneously offer inventory to multiple exchanges before making calls to their ad servers — going server-to-server speeds up page-load times since the ad calls are hosted on publishers’ servers and not on users’ browsers. For over a year, Purch has sold all of its programmatic inventory through server-to-server connections.

The benefits of server-to-server might sound enticing, but as publisher tech teams are typically stretched thin, few publishers have shifted over to selling the bulk of their programmatic inventory this way. This is where Purch pitches itself as a vendor.

Purch’s server-side solution operates on a revenue share, but Kisseberth wouldn’t disclose monetary terms. It is a managed-service product where Purch takes control of the setup and maintenance, ad ops and relationships with the 30 supply-side platforms that are plugged into the product.



Purch last summer tested a self-service bidding product with some of its clients but found that it required more tech and service support than was worth it. As self-service gains steam within the ad tech industry, Purch is open to shifting its products to be self-service in the future, but that likely won’t happen in 2018, Kisseberth said.

Other tech products that Purch sells publishers include commerce management and CRM platforms. But these products are more geared toward B2B publishers. Purch’s programmatic bidding product is the main driver of its licensing business.

Purch doesn’t limit itself to selling its tech to non-competitors; its publisher clients include tech sites like VentureBeat, Mobile Nations and How-To-Geek. Purch figures that selling products to other tech sites, as long as they’re brand-safe, can bolster the reputation of Purch’s ad tech with buyers and in turn help Purch’s case when it comes to setting up private marketplace deals, where the ad rates tend to be much higher than on the open exchange.

Kisseberth emphasized that Purch isn’t looking to simply grow an audience extension. If a publisher already builds its own ad tech or runs its auctions server-to-server, then it’s likely not a fit as a client. Unlike the Washington Post, which licenses self-service products to a wide swath of publishers, Purch is focusing on selling its products to niche sites that want another publisher to control and scale their programmatic selling.

“This is not a huge land grab where we are signing thousands of publishers,” he said. “It is signing publishers who we think are good additions to our portfolio.”"
39,New York City to investigate renewable fuel for ferries,"New York City Council has commissioned a two-year study to determine the feasibility of using renewable fuels and technology to power the city’s ferries. Alternative fuels such as biodiesel and hybrid electric, battery electric and fuel-cell electric technologies will all be studied to assess which options are most compatible with the various types and classes of ferries the city uses.",http://www.biofuelsdigest.com/bdigest/2018/01/02/city-of-new-york-to-study-alternative-fuels-for-city-ferries/,2018-01-03 14:39:46.420000,"In New York state, the City of New York is set to spend the next two years analyzing the use of alternative fuels to power the city’s ferries following a successful City Council vote in mid-December. The study will look at biodiesel and hybrid electric, battery electric and fuel-cell electric technologies but also look at new ferries to evaluate their compatibility with these cleaner fuels. The study should be submitted to the city council by December 31, 2019."
40,New York City to investigate renewable fuel for ferries,"New York City Council has commissioned a two-year study to determine the feasibility of using renewable fuels and technology to power the city’s ferries. Alternative fuels such as biodiesel and hybrid electric, battery electric and fuel-cell electric technologies will all be studied to assess which options are most compatible with the various types and classes of ferries the city uses.",http://qns.com/story/2018/01/02/city-passes-queens-councilmans-bill-study-power-nyc-ferries-renewable-fuel/,2018-01-03 14:39:46.420000,"Sign up for our PoliticsNY newsletter for the latest coverage and to stay informed about the 2021 elections in your district and across NYC

A new bill passed in the City Council on Dec. 19, 2017 will require that a two-year study be completed to determine how feasible it would be to use renewable fuels and technology to power the city’s ferries.

Earlier this year, Mayor Bill de Blasio announced that he would expand ferry service to include routes in Astoria, Rockaway and South Brooklyn. Now, a new bill aims to make this expansion more environmentally friendly.

Introduced by Astoria Councilman Costa Constantinides, Int. No. 54-A will result in a study to analyze what alternative fuels can be used to power the motorized watercrafts.

Alternative fuels like biodiesel and hybrid electric, battery electric and fuel-cell electric technologies will all be considered in the study, which should be completed no later than Dec. 31, 2019.

The study would also require a review of the types and classes of ferries used, their compatibility with the alternative fuels and alternative fuel technologies, the availability of the fuels and technologies and other issues such as storage and regulatory requirements.

The most commonly used fuel, petroleum diesel fuel, generates greenhouse gases when it is burned, as well as harmful pollutants such as sulfur dioxide. The exhaust released by petroleum fuel can also cause respiratory illnesses such as asthma and lung disease.

According to the Staten Island Advance, the Staten Island Ferry began to use liquefied natural gas to power one of its ferries in 2013 as opposed to low-sulfur diesel, which was done to reduce carbon dioxide emissions and cut fuel costs.

“Over the past four years, our city has made environmental protection a priority – whether through ending our reliance on fossil fuels, cleaning our air quality, building sustainable transit habits, or encouraging use of renewable energy,” Constantinides said in a statement. “Int. 54 will help increase use of renewable fuel in one of our city’s most sustainable transit options – our ferries. As use of our citywide ferry system has grown exponentially, we must innovate the type of energy we use to fuel the boats.”

Another bill introduced by Constantinides also passed City Council on Dec. 19. It requires power plant operators in the city to stop burning dirty grades of fuel oil to power their plants sooner than originally proposed."
41,Amazon wins patent for on-demand 3D printing service,"Online retailer Amazon has secured the patent for a system which would allow it to 3D-print customer's orders in the same trucks used to deliver the items. In 2014, the company set up an online store for custom 3D printing but is limited to hardware and supplies. If the company continues with the technology it could lead to quicker delivery times and increased 3D printing on-the-go.
",https://www.geekwire.com/2018/amazon-gets-patent-3-d-printing-demand-pickup-delivery/,2018-01-03 14:17:39.183000,"Send Us a Tip

Have a scoop that you'd like GeekWire to cover? Let us know."
42,Glycolic acid electrolysis promises huge energy storage capacity,"Researchers at Kyushu University have created a device to store chemical energy through continuous electrolysis using glycolic acid, which they say has around 50 times the energy storage capacity of hydrogen. The team made an electrolytic cell using a new membrane-electrode assembly using an iridium oxide-based anode and a titanium dioxide-coated titanium cathode. The ideal operating temperature for the reaction is 60C, they said. ""The energy efficiency, as opposed to capacity, still lags behind other technologies"", said study co-author, Miho Yamauchi. ""However, this is a promising first step.""",https://phys.org/news/2018-01-exploring-electrolysis-energy-storage.html,2018-01-03 13:57:55.727000,"A Kyushu University research team realized continuous electrochemical synthesis of an alcoholic compound from a carboxylic acid using a polymer electrolyte alcohol electrosynthesis cell, which enables direct power charge into alcoholic compound. Credit: Masaaki Sadakiyo / International Institute for Carbon-Neutral Energy Research, Kyushu University

Interest in renewable energy continues to grow. Many renewables, though, can be frustratingly intermittent. When the sun stis obscured by clouds, or the wind stops blowing, the power fluctuates. The fluctuating supply can be partly smoothed out by energy storage during peak production times. However, storing electricity is not without its challenges.

Recently, a team at Kyushu University created a device to store energy in chemical form through continuous electrolysis. The researchers noted that glycolic acid (GC) has a much greater energy capacity than hydrogen, one of the more popular energy storage chemicals. GC can be produced by four-electron reduction of oxalic acid (OX), a widely available carboxylic acid. As described in their publication in Scientific Reports, the team devised an electrolytic cell based on a novel membrane-electrode assembly. Sandwiched between two electrodes are an iridium oxide-based anode and a titanium dioxide (TiO2)-coated titanium (Ti) cathode, linked by a polymer membrane.

""Flow-type systems are very important for energy storage with liquid-phase reaction,"" says lead author Masaaki Sadakiyo. ""Most electrolyzers producing alcohols operate a batch process, which is not suitable for this purpose. In our device, by using a solid polymer electrolyte in direct contact with the electrodes, we can run the reaction as a continuous flow without addition of impurities (e.g. electrolytes). The OX solution can effectively be thought of as a flowable electron pool.""

Another key consideration is the cathode design. The cathodic reaction is catalyzed by anatase TiO2. To ensure a solid connection between catalyst and cathode, the team ""grew"" TiO2 directly on Ti in the form of a mesh or felt. Electron microscope images show the TiO2 as a wispy fuzz, clinging to the outside of the Ti rods like a coating of fresh snow. In fact, its job is to catalyze the electro-reduction of OX to GC. Meanwhile, at the anode, water is oxidized to oxygen.

The team found that the reaction accelerated at higher temperatures. However, turning the heat up too high encouraged an unwanted by-process—the conversion of water to hydrogen. The ideal balance between these two effects was at 60°C. At this temperature, the device could be further optimized by slowing the flow of reactants, while increasing the amount of surface area available for the reaction.

Interestingly, even the texture of the fuzzy TiO2 catalyst made a major difference. When TiO2 was prepared as a ""felt,"" by growing it on thinner and more densely packed Ti rods, the reaction occurred faster than on the mesh—probably because of the greater surface area. The felt also discouraged hydrogen production, by blanketing the Ti surface more snugly than the mesh, preventing the exposure of bare Ti.

""In the right conditions, our cell converts nearly 100 percent of OX, which we find very encouraging,"" co-author Miho Yamauchi says. ""We calculate that the maximum volumetric energy capacity of the GC solution is around 50 times that of hydrogen gas. To be clear, the energy efficiency, as opposed to capacity, still lags behind other technologies. However, this is a promising first step to a new method for storing excess current.""

Explore further Self-healing catalyst films for hydrogen production

More information: Masaaki Sadakiyo et al, Electrochemical Production of Glycolic Acid from Oxalic Acid Using a Polymer Electrolyte Alcohol Electrosynthesis Cell Containing a Porous TiO2 Catalyst, Scientific Reports (2017). Journal information: Scientific Reports Masaaki Sadakiyo et al, Electrochemical Production of Glycolic Acid from Oxalic Acid Using a Polymer Electrolyte Alcohol Electrosynthesis Cell Containing a Porous TiO2 Catalyst,(2017). DOI: 10.1038/s41598-017-17036-3

Provided by Kyushu University, I2CNER"
43,Publishers invest in data protection officers for incoming GDPR,"Data protection officers (DPOs) are becoming crucial hires for publishers, ad tech companies and agencies affected by the impending General Data Protection Regulation (GDPR). DPOs reportedly command six-figure salaries due to the thin pool of GDPR expertise, and are virtually un-sackable. As publishing consultant Peter Lomax explains, the Information Commissioner’s Office has insisted that DPOs are not to be held accountable if their GDPR-related decisions hurt the business: ""You can’t take issue with how they approach [GDPR compliance]"". UK publishers News UK and Haymarket have filled DPO positions, though smaller publishers are likely to outsource in future.
",https://digiday.com/media/gdpr-made-chief-data-protection-officer-new-key-role-publishers/?utm_medium=email&utm_campaign=digidaydis&utm_source=uk&utm_content=180103,2018-01-03 13:54:36.497000,"To prepare for the coming General Data Protection Regulation, publishers have a new important role: data protection officers.

The Information Commissioner’s Office advised companies to hire DPOs last year, but unlike in Germany, where DPOs are now common at publishers, the U.K. has been far slower to embrace the role. News UK, which owns The Times and The Sun newspapers, was among the first to appoint a data protection officer. Haymarket has appointed one, and magazine publisher Future is planning to appoint one. Others have working groups comprised of staff across different parts of the business working on compliance. Ad tech companies and agencies are also bringing on data protection czars.

The DPO role comes with challenges. The ICO insists the DPO isn’t to be held accountable if decisions they make aren’t good for business.



“It’s the new important role at publishers, but it’s a strange role that’s virtually un-sackable,” said Paul Lomax, an independent publishing consultant and recently the chief technology officer at magazine group Dennis. “You can’t give them guidance on or take issue with how they approach it [GDPR compliance]. Basically you can’t fire them.”

Some publishers are simply choosing to expand current roles, such as privacy officers and heads of data. But with GDPR, the DPO cannot have any conflict of interest with other responsibilities across the business. So if it wasn’t a dedicated role before, it will have to be now, according to Lomax. In some cases, that may lead to some hasty job title changes, rather than investing in an unknown new hire.

Given GDPR is uncharted territory, real expertise and experience is thin on the ground. And with any role shortage, particularly in an area that requires senior, specialist skill sets, salaries are high. Industry sources have said DPO roles tend to be in the six-figure range.

In short, hiring a DPO is fraught with challenges. Whether or not a company must appoint one comes down to size and the extent to which they use data. Companies that have to renegotiate thousands of contracts with tech suppliers in order to ensure they’re compliant will likely already have a DPO or have plans to hire one. But for smaller businesses, outsourcing to external DPOs will be a more popular option.

Companies like Skimlinks, which provides affiliate link services to publishers, will likely outsource to a DPO in the spring, after the company has done the heavy lifting on its data mapping and other internal processes. The DPO will then just be tasked with auditing and validating all that’s happened, meaning the business can control and retain the expertise on how to comply with the law and then approaches an external DPO to rubber stamp its compliance as an unbiased partner. “That way it’s [GDPR knowledge] not all locked up in the mind of a DPO,” said Skimlinks co-founder Joe Stepniewski."
